timestamp,response,emotion0,value0,emotion1,value1
2013-04-23 04:24:51.687247+00,Content,joy,0.6117747221779120,,
2013-04-23 04:25:08.527907+00,Sad,disgust,0.6982423722845170,sadness,0.7964268671970240
2013-04-23 04:25:19.74804+00,Sadness,anger,0.392958872183226,sadness,0.41122057733591600
2013-04-23 04:25:39.819107+00,Saddened,sadness,0.5767114568809320,disgust,0.9238014559187560
2013-04-23 04:27:07.424332+00,Anger,disgust,0.7922009386355060,anger,0.4369758237386120
2013-04-23 04:28:05.131191+00,mild,fear,0.611503737210296,,
2013-04-23 04:31:27.006187+00,surprised joy,surprise,0.5557107120286670,joy,0.5871232390170920
2013-04-23 04:31:49.810166+00,glad,joy,0.9327604055171830,,
2013-04-23 04:32:04.39541+00,happy,surprise,0.4745826754020530,joy,0.7706841513281690
2013-04-23 04:32:14.47795+00,Content,joy,0.49252554613631200,,
2013-04-23 04:32:20.908863+00,dissapointed,disgust,0.829082901449874,,
2013-04-23 04:32:29.337771+00,upset,sadness,0.3830774991540240,,
2013-04-23 04:33:00.640091+00,Afraid,sadness,0.9730797105235980,disgust,0.6531884804368020
2013-04-23 04:33:32.876057+00,sad,joy,0.4288721027551220,sadness,0.965978209907189
2013-04-23 04:33:52.191389+00,sad,sadness,0.37461525304243000,,
2013-04-23 04:34:44.39853+00,Bad things are happening! Ahh!,sadness,0.3379237813176590,fear,0.8685087317135190
2013-04-23 04:35:02.724031+00,surprised,surprise,0.6997654865575600,sadness,0.4930777649177560
2013-04-23 04:35:28.544866+00,sad,sadness,0.8374229932490230,,
2013-04-23 04:35:50.669834+00,scared,fear,0.7713597437407440,,
2013-04-23 04:36:15.456601+00,challenging/angry,anger,0.340823685197174,disgust,0.8270080293388630
2013-04-23 04:36:27.427517+00,Angry!,anger,0.8401330620516090,,
2013-04-23 04:36:43.236116+00,More anger,anger,0.8068922117585320,disgust,0.40645052783656900
2013-04-23 04:37:00.281243+00,frightened,sadness,0.9330665676267170,anger,0.4231241319388990
2013-04-23 04:37:18.461521+00,Same pic as before?,anger,0.9931328751845290,fear,0.4436220627278090
2013-04-23 04:37:32.13589+00,Fear,disgust,0.3762467914028090,fear,0.6371117667062210
2013-04-23 04:37:47.631095+00,Very sad,sadness,0.6408480491489170,sadness,0.9361590933986010
2013-04-23 04:38:08.702874+00,shocked,fear,0.6376942074007560,fear,0.6664507908318070
2013-04-23 04:38:19.711955+00,happy,joy,0.3373426192166250,,
2013-04-23 04:40:08.191879+00,shock,fear,0.5887531751068310,,
2013-04-23 04:40:50.329226+00,Surprise,surprise,0.740483043459244,joy,0.7564087147824470
2013-04-23 04:42:43.718023+00,Anger,anger,0.6036535070109030,,
2013-04-23 04:43:27.654579+00,concern,fear,0.7614332648206700,anger,0.586711516856864
2013-04-23 04:44:47.920708+00,dismayed,sadness,0.732196829863824,,
2013-04-23 04:45:18.234869+00,satisfied,joy,0.7807818214409050,,
2013-04-23 04:46:00.702117+00,bummed,sadness,0.5076560198883020,,
2013-04-23 04:47:19.558554+00,apprehensive,anger,0.5038140524411570,,
2013-04-23 04:48:57.592947+00,Sad,sadness,0.9554323538439350,sadness,0.8462624972919000
2013-04-23 04:49:40.082628+00,Mellow ,sadness,0.39896612756419900,anger,0.3875207033706830
2013-04-23 04:50:03.810212+00,disgust,disgust,0.730199990584515,anger,0.7028923931298780
2013-04-23 04:50:28.972652+00,Worried,sadness,0.7118744780309500,surprise,0.3671894845319910
2013-04-23 04:50:54.060908+00,uncomfortable,joy,0.7449849431635810,disgust,0.9852470297599210
2013-04-23 04:51:13.527071+00,upset,sadness,0.8744845210807400,,
2013-04-23 04:51:31.806493+00,pleased,joy,0.5455384845845400,joy,0.5652896050130950
2013-04-23 04:55:58.885354+00,perplexed,sadness,0.5999156729551030,,
2013-04-23 04:59:43.203013+00,shocked,surprise,0.3916702428849080,anger,0.6220419802777380
2013-04-23 05:00:02.890382+00,mellow,joy,0.6085587676847350,,
